0 0 0 0 0 0 2.3 0 0 0 0.76 2.3 0 0 0 0.76 0 0.76 3.07 0 2.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.518 0 0 11.312 142 181
0 0 0.34 0 0.34 0 0 0 0.34 0 0 0.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.78 0 0 0 0 0 0 0 0 0 0 1.583 6 95
0 0.57 0.57 0 0.14 0.14 0 0 0.14 0 0 0.43 0.14 0 0 0 0.14 0 3.31 0 1.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.156 0 0 1.394 6 159
0 0 0 0 0 0 0 0 0 0 0 0 1.09 0 0 0 0 0 2.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.09 0 0 0 0 0 0 0 0 3.304 47 76
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161 0 0 1.25 3 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.55 0 1.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 0 0 0 0 0 0 0 0 0.07 0 0 0 0 1.541 4 37
0 0 1.18 0 0.16 0 0 0 0 0.16 0 0.16 0.16 0 0 0 0.16 0 2.88 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0.031 0.374 0 0.561 0 0 1.462 10 136
0 1.32 0.56 0 0 0.94 0 0.18 0.37 0.75 0 2.07 0 0 0 0 0.37 0 2.45 0 0.94 0 0 0.18 0 0 0.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0.241 0.107 0 2.623 35 244
0 0 1.53 0 0 0 0 0 0 0 1.53 0 0 0 0 0 0 0 3.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.53 0 0 0 0 0 0 1.434 0 0 7.055 75 127
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0 1.333 3 12
0 0 0.93 0 0.93 0 0 0 0 0 0 0 0 0 0 0.93 0 0 2.8 0 0 0 0 0 0 0.93 0 0 0.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.93 0 0 0 0 0 0 1.771 5 62
0 2.43 0 0 1.21 0 0.6 0 0.6 0 0 0 0 0 0 0 0 2.43 1.82 0 1.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.031 71 129
0.41 0.41 0.41 0 0.13 0.1 0.03 0.06 0.52 0.94 0.27 0.76 0.45 1.15 0.03 0.24 0.41 0.03 2.99 0 1.25 0 0.34 0.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0.011 0.076 0 0.425 0.573 0.112 5.761 131 2224
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 0 0 0 0 0 1.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 17
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24 0 0 0 1.93 1.69 0.72 0.24 0.24 0.24 0.24 0.24 0.24 0.24 0.24 0.24 0.24 0 0 0.24 0 0 0.24 0 0.24 0.48 0 0 0 0.148 0.074 0 0 0 2.386 12 210
0 0 0.84 0 0.56 0 0 0.56 0 0 0 0 0 0 0 0.28 0 0 1.13 0 0.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0 0 0 0 0 0 0 0.278 0 0.046 0 0 1.661 6 118
0 0 1.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58 0 0 0 0 1.58 0 1.58 0 0 0 0 0 0 2.227 7 49
0.01 0 0.03 0 0.33 0.03 0 0 0.23 0.01 0 0.09 0 0 0 0.13 0 0.01 0.07 0 0.05 0 0 0 0.53 0.55 0.01 0 0 0 0 0 0.47 0 0.01 0.01 0.45 0.01 0 0 0 0 0.01 0 0 0 0.05 0 0.2 0.127 0.064 0 0.005 0 2.589 38 2349
0 0 0.68 0 0 0 0 1.36 0 0 0.68 0.68 0 0 0 0 0 0 3.4 0 1.36 0 0.68 0.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.232 0.232 0 2.232 19 96
0 0.33 0.16 0 1.15 0.33 0.16 0 0 1.32 0 0.16 0 0.16 0.16 0.99 0 0 2.8 0 2.31 0 0.33 0 0 0 0.16 0 0 0 0 0 0 0 0 0 0.49 0 0 0 0 0 0 0 0.33 0 0 0 0 0.126 0 0.076 0.076 0.025 3.401 37 364
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.65 0 0 0 0.127 0 0 0 0 0 1.137 3 33
0 0 0.11 0 0.22 0.11 0 0 0 0 0 0.99 0.11 0.11 0 0 0.22 0 0 0 0 0 0.11 0 3.21 0.11 0 0 0.33 0 0 0 0.11 0 0 0.88 0.44 0 0.11 0 0 0 0.11 0 0 0 0 0 0.044 0.149 0.014 0 0 0 2.419 27 559
0 2.7 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 0 8.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 0 0 2.538 21 33
0 0.25 0 0 0 0.25 0 0.5 0 0 0 1.01 0 0 0.25 0 0 0.25 0.25 0 0 0 0 0 0.5 0.25 0 0 0 0.25 0 0 0.25 0 0 0.25 0 0 0 0 0 0.25 0 0 0 0.25 0 0 0 0.073 0 0 0 0 1.545 7 136
0 0 0 0 0 0 1.61 0 0 1.61 0 1.61 0 0 0 0 0 0 3.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23 0 0 4.941 60 84
0 0 0.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 1.17 0 0 0 0 0 0.58 0 0.29 0.29 0 0 0 0 0.178 0 0.044 0 0 1.666 10 180
0 0.15 0.3 0 0.15 0 0 0 0 0 0 1.38 0.15 0 0 0 0.15 0 2.6 0 1.68 0 0.15 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0.3 0 0 0 0 0 0 0 0.61 2.91 0 0 0.023 0.093 0 0.069 0 0 2.05 23 326
0 0 0 0 6.25 0 3.12 0 0 0 0 3.12 0 3.12 0 3.12 0 0 6.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.428 60 66
0.23 0 0 0 0 0.11 0 0 0 0.11 0 0.11 0.11 0 0 0 0 0.23 2.15 0 0.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23 0 0 0 0 0 0 0.71 0.11 0 0 0 0.126 0 0.021 0 0 1.198 5 145
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.325 0 0 0 0 0 1 1 14
0 0 2.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25 1.5 0 0.75 0 0 0 0 0 0 0.75 0 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0.369 0 0 0 0 2.032 10 63
0 0.33 0 0 0.33 0 0 0 0 0 0 0.33 0 0 0 0 0 0.33 0 0 0 0 0 0 0.33 0.33 0 0.67 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0.33 0 0 0 0.33 0 0.088 0 0 0 0 1.87 15 116
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.22 0 0 4.44 2.22 0 0 0 0 0 4.44 0 0 0 0 0 0 2.22 0 0 0 0 0 0 0 0 0 0 0 0 3.578 20 68
0 0 0 0 0.65 0 0.65 0 0 0 0 0 0 0 0 0 0 0 5.22 0 0.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.65 0 0 0 0 0 0 1.461 0 0 2.973 21 113
0.16 0 0.24 0 1.63 0.49 0 0 0 0.16 0.08 0.65 0.4 0.08 0 0 0.32 0 3.68 0.32 0.65 0 1.14 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0.08 0 0 0 0.014 0.058 0 0 0.232 0 1.725 10 333
0.4 0 0.81 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0.81 1.22 0 0.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.22 0 0 0 0 0.223 0 0 0 0.055 4.75 70 266
0 14.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 5 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.66 0 0 3.33 0 1.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.653 0 0 8 38 80
0.09 0 0.09 0 0 0.09 0 0.09 0.87 0 0 0.29 0 0 0 0 0 0 0.38 0 0.19 0 0 0 0.58 0.68 0.09 0 0 0 0 0 0.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.173 0.173 0.053 0 0.026 0 3.704 48 726
0 0 0 0 0.5 0 0 0 0 0.5 0 1.01 0 0 0 0 0 0 2.53 0 1.01 0 0 0 1.52 1.01 1.52 0.5 0.5 0.5 0.5 1.01 0 1.01 0.5 0.5 0.5 0 0.5 0.5 0 0 0.5 0 1.01 0 0 0 0.09 0.272 0.09 0 0 0 1.836 13 101
0.9 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0.9 0.9 1.81 0 2.72 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.537 0 0 2.782 19 64
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.95 0 0 0 0 0 0 0 1.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.49 0 0.262 0 0 0 0 1.625 7 26
0 0 0 0 0 0 0 0 0 0 0 2.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56 0 0 0 0.485 0 0 3.444 15 31
0 0 0 0 0 0 0 0 0 0 0 0.88 0 0 0 0 0 0.22 0 0 0 0 0 0 0.22 0.22 0 0.44 0 0 0 0 0 0 0.22 0 0 0 0 0 0 0 0 0.22 0 0 0 0.22 0 0.172 0 0 0 0 1.729 15 128
0 0 0.48 0 1.44 0.48 0 0 0 0 0 0.96 0 0 0 0 0.96 0 2.41 0 2.41 0 0.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0.083 0 0.502 0.251 0 5.488 80 247
0 0 1.5 0 0.75 0 0 0 0 0 0 0.75 1.5 0 0 0.75 0 0 1.5 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0.147 0 0.441 0 0 2 6 54
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.14 0 0 0 0 0 0 0 0 0 1.333 3 8
0.95 0 0.47 0.95 0 0.95 0 0 0.47 0 0.47 0 0 0 1.42 0.47 0.47 2.38 0 0 0.95 0 0 0.47 0 0 0 0 0 0 0 0 0.47 0 0 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0.791 0 0.169 0.452 0.113 9.64 259 723
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.87 0 0 0 0 0 0 0 0 0 0 0 0 0.393 0 0 1.75 7 28
0 1.22 0.81 0 0.4 0 0.81 0.4 0 0.81 0 0.4 2.04 0 0 3.27 0 1.22 0.81 0 0.4 0 2.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0 0.64 0.8 0 7.651 181 505
0 0 0.32 0 0.65 0.65 0.32 0.32 0 0 0 0.32 0.32 0 0 0.32 0.32 0 2.28 0 3.26 0 0 0.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32 0 0 0 0 0.105 0 0 0.158 0 1.494 10 139
0.2 0.06 0.2 0 0.4 0 0 0 0 0 0 0.95 0.27 0 0 0.06 0.06 0 0 0 0 0 0 0 3.47 0 0 0 0 0 0 0 0.06 0 0 0.34 0.06 0 0 0 0 0 0.13 0.06 0.06 0 0 0.13 0.027 0.09 0 0 0.018 0 2.423 26 693
0 0 0 0 0 0 0 0 0 0 0 0 0 2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05 0 0 0 0 0 0 0 0 1.05 0 0 0 0 0.177 0 0 0.354 0 4.047 29 85
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.38 0 0 3.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.872 0 0 2.2 5 11
0 0 0 0 0 0 0 0 0 0 0 0.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.583 8 38
0 0 0 0 0.52 0 0.26 0.52 0 0.26 0.26 0.52 0 0 0 0.26 1.56 0.26 1.82 2.08 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.073 0 0.813 0.036 0.147 2.145 38 339
0 0.72 1.81 0 0 0.36 0 0.36 0.72 1.08 0.36 0.72 0 0.36 0 0.36 0.36 0.36 1.08 0 2.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0.36 0 0 0 0 0.334 0 1.203 0.467 0.066 18.4 393 736
